0	0.141051281	0.446659738	0.245185483	-0.172896311	-0.08657024	-0.275503293	-0.483608313	-0.225811747	0.337898588	0.248885277	0.171695483	0.427781983
0.1	-0.066190332	-0.23155308	0.494065201	-0.048582284	-0.440051858	-0.112765628	-0.0909625	0.25481683	0.397329297	0.107632353	0.242562553	-0.343101374
0.2	-0.445640955	0.041755217	0.458401037	0.172317809	0.504402304	0.505820797	0.43876862	-0.442053131	-0.40855524	0.032633456	0.371666473	-0.240075996
0.3	-0.055047644	0.01098192	-0.137279059	-0.248935024	0.399082816	-0.059798254	0.112331757	0.125205309	0.212253894	-0.395721663	0.568137099	-0.407261144
0.4	0.560187591	0.045042254	0.510521224	0.116528942	-0.012637353	0.656882052	0.504747871	-0.227805416	0.457302324	0.619188625	-0.327135205	-0.13239608
0.5	0.279910929	-0.212649108	-0.110592343	0.628451454	-0.150481444	0.335000134	0.103847882	0.621727967	0.109698431	0.615326385	0.399320152	0.738902917
0.6	-0.084904872	0.320177238	0.27685898	-0.020443638	0.487561111	0.453769378	0.41812993	0.681506522	0.06182961	0.040559161	0.255606375	0.859302265
0.7	0.568021816	0.846120771	0.438458521	0.135609153	0.353709655	0.50415579	0.564417185	0.650876591	0.570270857	0.596581421	0.783063957	0.411839184
0.8	0.40765702	0.194667605	0.992489761	0.814091903	0.243454461	0.812872026	0.182384866	0.91058347	0.635011803	0.946671064	1.027284136	0.835540392
0.9	0.316229133	1.03784571	0.67959804	1.035683658	0.747632922	0.361400058	0.998377742	0.545862671	0.883493679	0.377043498	1.184377501	1.166745972
1	0.90392081	1.37847594	0.510648263	1.22789295	1.284589682	0.683812545	1.333771357	0.710457362	0.964925332	0.967894465	1.436210055	0.563977111
1.1	1.094498688	0.977563598	1.590735415	0.912479278	1.511713157	0.717374766	1.316183471	1.370092033	1.433980857	1.330359777	1.010268034	1.444838115
1.2	1.89281629	1.814170832	1.405942732	1.716120566	1.812341823	1.311182188	1.191460153	1.575344447	1.375044008	1.248609516	1.624402643	1.168776013
1.3	2.14010186	1.808614676	2.090932976	1.623441761	1.287998842	1.557615344	1.450725859	1.274653887	2.010147466	1.543438192	1.622518919	1.365239431
1.4	1.558602033	1.953565526	1.995834309	2.099055449	1.499627406	1.828858677	1.552655957	2.167787355	1.945658852	1.78934946	1.797100725	1.682587185
1.5	2.654064741	2.095943286	1.820191866	2.366392258	1.814792906	2.209000282	1.978904123	2.444255675	2.682568956	2.361980849	1.869110652	2.580471166
1.6	2.870107952	2.512046923	2.277269941	2.683569988	2.699741186	2.855986428	2.703006354	3.022647831	2.23625435	2.252647907	2.800456637	2.694123635
1.7	3.376780058	2.416734396	2.959067735	3.13454783	2.920156315	3.045408825	3.14784736	2.829053427	3.111994462	2.804120702	2.58897518	2.531058092
1.8	3.101345636	2.942021992	2.966229287	3.035628905	3.186471222	3.473049888	3.594202318	3.724615625	3.09821898	2.77858028	3.716601833	2.755659804
1.9	3.698779002	3.452029981	3.83636239	3.822512738	3.800810351	3.412737172	3.964120606	3.333319249	3.157340551	4.105780636	4.028377963	3.550549095
2	3.615802893	3.749017049	4.179682943	3.676908105	3.525321698	4.298664485	3.909001966	3.703576125	3.800457073	4.045457951	3.916851841	4.422262033
2.1	4.789795988	4.208086686	4.550520778	4.45683761	4.826221059	4.468694904	4.584911755	4.706612791	4.38748689	4.167984504	3.932669579	4.474941246
2.2	4.353114422	4.405497796	4.53884146	4.699628859	4.885880691	4.466752228	5.186889474	4.788288715	5.295051007	5.128528069	4.934386524	5.1801939
2.3	5.510983816	5.178026558	5.747709863	5.623850121	5.559254587	5.132883108	5.789998172	5.455013304	5.188213217	4.951378519	5.557404686	5.256028214
2.4	5.586454436	5.361760714	5.501453492	6.165607256	6.0917126	5.992424066	5.452027172	5.427530768	5.352219225	5.784860707	6.128454074	5.671583555
2.5	6.264796959	6.6091089	5.785379967	6.069668286	6.200104085	6.373937153	6.167039174	5.881455286	6.684313847	5.857247039	6.247825439	6.274582592
2.6	6.905236966	6.327256552	6.840302637	6.982256118	6.839195379	6.429024104	6.790224818	6.740737017	6.49955386	6.693645665	6.723908577	6.583240794
2.7	7.714818497	7.271284953	7.510121749	7.019288199	6.844487783	7.765121798	7.63115194	6.887327272	7.575045744	7.599027516	7.723590209	7.070663125
2.8	7.544433064	7.768418573	7.696359229	7.700874556	7.518105316	8.080745874	8.222762062	7.987066807	7.428975939	7.701064606	8.292153629	7.740857381
2.9	8.515064458	8.749917789	8.207795585	8.405013576	8.857806388	8.362222484	8.06711384	8.77629624	8.336763413	8.15842322	8.098010941	8.482375923
3	8.520320496	8.660605839	9.357052817	9.049141521	8.952785148	8.686106342	9.05205643	9.267846132	9.19564662	9.384809243	9.469512051	8.936599213
